Date;Address;Species;Block;Street;Trap;AddressNumberAndStreet;Latitude;Longitude;AddressAccuracy;NumMosquitos;WnvPresent
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX PIPIENS/RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX PIPIENS/RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX PIPIENS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX SALINARIUS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX SALINARIUS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX SALINARIUS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-17;Ohare Court, Bensenville, IL 60106, USA;CULEX PIPIENS/RESTUANS;10; W OHARE;T903;1000  W OHARE, Chicago, IL;41.957799;-87.930995;5;;
2011-06-17;Ohare Court, Bensenville, IL 60106, USA;CULEX RESTUANS;10; W OHARE;T903;1000  W OHARE, Chicago, IL;41.957799;-87.930995;5;;
2011-06-17;4800 West Montana Street, Chicago, IL 60639, USA;CULEX PIPIENS/RESTUANS;48; W MONTANA ST;T222;4800  W MONTANA ST, Chicago, IL;41.925198;-87.746381;8;;
2011-06-17;4800 West Montana Street, Chicago, IL 60639, USA;CULEX RESTUANS;48; W MONTANA ST;T222;4800  W MONTANA ST, Chicago, IL;41.925198;-87.746381;8;;
2011-06-17;5100 North Mont Clare Avenue, Chicago, IL 60656, USA;CULEX RESTUANS;51; N MONT CLARE AVE;T223;5100  N MONT CLARE AVE, Chicago, IL;41.973845;-87.805059;9;;
2011-06-17;8200 South Kostner Avenue, Chicago, IL 60652, USA;CULEX RESTUANS;82; S KOSTNER AVE;T225;8200  S KOSTNER AVE, Chicago, IL;41.743402;-87.731435;8;;
2011-06-17;1700 West Addison Street, Chicago, IL 60613, USA;CULEX PIPIENS/RESTUANS;17; W ADDISON ST;T224;1700  W ADDISON ST, Chicago, IL;41.947227;-87.671457;9;;
2011-06-17;1700 West Addison Street, Chicago, IL 60613, USA;CULEX RESTUANS;17; W ADDISON ST;T224;1700  W ADDISON ST, Chicago, IL;41.947227;-87.671457;9;;
2011-06-17;West Garfield Boulevard, Chicago, IL, USA;CULEX RESTUANS;90; W GARFIELD BLVD;T226;9000  W GARFIELD BLVD, Chicago, IL;41.793818;-87.654234;5;;
2011-06-17;1300 North Laramie Avenue, Chicago, IL 60651, USA;CULEX PIPIENS/RESTUANS;13; N LARAMIE AVE;T230;1300  N LARAMIE AVE, Chicago, IL;41.904194;-87.756155;9;;
2011-06-17;1300 North Laramie Avenue, Chicago, IL 60651, USA;CULEX RESTUANS;13; N LARAMIE AVE;T230;1300  N LARAMIE AVE, Chicago, IL;41.904194;-87.756155;9;;
2011-06-17;5100 West 72nd Street, Chicago, IL 60638, USA;CULEX PIPIENS/RESTUANS;51; W 72ND ST;T035;5100  W 72ND ST, Chicago, IL;41.763733;-87.742302;8;;
2011-06-17;5100 West 72nd Street, Chicago, IL 60638, USA;CULEX RESTUANS;51; W 72ND ST;T035;5100  W 72ND ST, Chicago, IL;41.763733;-87.742302;8;;
2011-06-17;5800 North Ridge Avenue, Chicago, IL 60660, USA;CULEX PIPIENS/RESTUANS;58; N RIDGE AVE;T231;5800  N RIDGE AVE, Chicago, IL;41.98728;-87.666066;8;;
2011-06-17;1700 North Ashland Avenue, Chicago, IL 60622, USA;CULEX PIPIENS/RESTUANS;17; N ASHLAND AVE;T232;1700  N ASHLAND AVE, Chicago, IL;41.912563;-87.668055;9;;
2011-06-17;1700 North Ashland Avenue, Chicago, IL 60622, USA;CULEX RESTUANS;17; N ASHLAND AVE;T232;1700  N ASHLAND AVE, Chicago, IL;41.912563;-87.668055;9;;
2011-06-17;4200 West 65th Street, Chicago, IL 60621, USA;CULEX PIPIENS/RESTUANS;42; W 65TH ST;T235;4200  W 65TH ST, Chicago, IL;41.776428;-87.627096;8;;
2011-06-24;4100 North Oak Park Avenue, Chicago, IL 60634, USA;CULEX PIPIENS/RESTUANS;41; N OAK PARK AVE;T002;4100  N OAK PARK AVE, Chicago, IL;41.95469;-87.800991;9;;
2011-06-24;4100 North Oak Park Avenue, Chicago, IL 60634, USA;CULEX RESTUANS;41; N OAK PARK AVE;T002;4100  N OAK PARK AVE, Chicago, IL;41.95469;-87.800991;9;;
2011-06-24;2200 North Cannon Drive, Chicago, IL 60614, USA;CULEX PIPIENS/RESTUANS;22; N CANNON DR;T054;2200  N CANNON DR, Chicago, IL;41.921965;-87.632085;8;;
2011-06-24;2200 North Cannon Drive, Chicago, IL 60614, USA;CULEX RESTUANS;22; N CANNON DR;T054;2200  N CANNON DR, Chicago, IL;41.921965;-87.632085;8;;
2011-06-24;2200 North Cannon Drive, Chicago, IL 60614, USA;CULEX RESTUANS;22; N CANNON DR;T054;2200  N CANNON DR, Chicago, IL;41.921965;-87.632085;8;;
2011-06-24;2200 North Cannon Drive, Chicago, IL 60614, USA;CULEX TERRITANS;22; N CANNON DR;T054;2200  N CANNON DR, Chicago, IL;41.921965;-87.632085;8;;
2011-06-24;8900 South Carpenter Street, Chicago, IL 60620, USA;CULEX PIPIENS/RESTUANS;89; S CARPENTER ST;T159;8900  S CARPENTER ST, Chicago, IL;41.732984;-87.649642;8;;
2011-06-24;3600 North Pittsburgh Avenue, Chicago, IL 60634, USA;CULEX PIPIENS/RESTUANS;36; N PITTSBURGH AVE;T011;3600  N PITTSBURGH AVE, Chicago, IL;41.944869;-87.832763;8;;
2011-06-24;3600 North Pittsburgh Avenue, Chicago, IL 60634, USA;CULEX RESTUANS;36; N PITTSBURGH AVE;T011;3600  N PITTSBURGH AVE, Chicago, IL;41.944869;-87.832763;8;;
2011-06-24;3600 North Pittsburgh Avenue, Chicago, IL 60634, USA;CULEX SALINARIUS;36; N PITTSBURGH AVE;T011;3600  N PITTSBURGH AVE, Chicago, IL;41.944869;-87.832763;8;;
2011-06-24;5800 North Western Avenue, Chicago, IL 60659, USA;CULEX PIPIENS/RESTUANS;58; N WESTERN AVE;T028;5800  N WESTERN AVE, Chicago, IL;41.986921;-87.689778;9;;
2011-06-24;5800 North Western Avenue, Chicago, IL 60659, USA;CULEX RESTUANS;58; N WESTERN AVE;T028;5800  N WESTERN AVE, Chicago, IL;41.986921;-87.689778;9;;
2011-06-24;1400 North Sacramento Avenue, Chicago, IL 60622, USA;CULEX PIPIENS/RESTUANS;14; N HUMBOLDT DR;T033;1400  N HUMBOLDT DR, Chicago, IL;41.906638;-87.701431;9;;
2011-06-24;1400 North Sacramento Avenue, Chicago, IL 60622, USA;CULEX RESTUANS;14; N HUMBOLDT DR;T033;1400  N HUMBOLDT DR, Chicago, IL;41.906638;-87.701431;9;;
2011-06-24;South Vincennes Avenue, Chicago, IL, USA;CULEX PIPIENS/RESTUANS;10; S VINCENNES;T089;1000  S VINCENNES, Chicago, IL;41.723195;-87.64997;5;;
2011-06-24;South Vincennes Avenue, Chicago, IL, USA;CULEX RESTUANS;10; S VINCENNES;T089;1000  S VINCENNES, Chicago, IL;41.723195;-87.64997;5;;
2011-06-24;4200 West 127th Street, Alsip, IL 60803, USA;CULEX RESTUANS;42; W 127TH PL;T135;4200  W 127TH PL, Chicago, IL;41.662014;-87.724608;8;;
2011-06-24;Chicago, IL, USA;CULEX PIPIENS/RESTUANS;43; N ASHLAND AVE OVERPASS;T145;4300  N ASHLAND AVE OVERPASS, Chicago, IL;41.878114;-87.629798;3;;
2011-06-24;Chicago, IL, USA;CULEX RESTUANS;43; N ASHLAND AVE OVERPASS;T145;4300  N ASHLAND AVE OVERPASS, Chicago, IL;41.878114;-87.629798;3;;
2011-06-24;7000 West Armitage Avenue, Chicago, IL 60707, USA;CULEX RESTUANS;70;  W ARMITAGE AVENUE;T151;7000   W ARMITAGE AVENUE, Chicago, IL;41.916265;-87.800515;8;;
2011-06-24;2500 South Millard Avenue, Chicago, IL 60623, USA;CULEX RESTUANS;25; S MILLARD AVE;T152;2500  S MILLARD AVE, Chicago, IL;41.846075;-87.716277;9;;
2011-06-24;3500 West 116th Street, Chicago, IL 60655, USA;CULEX RESTUANS;35; W 116TH ST;T158;3500  W 116TH ST, Chicago, IL;41.682587;-87.707973;9;;
2011-06-24;3700 North Kedvale Avenue, Chicago, IL 60641, USA;CULEX RESTUANS;37; N KEDVALE AVE;T218;3700  N KEDVALE AVE, Chicago, IL;41.948167;-87.730698;8;;
2011-06-24;4500 North Campbell Avenue, Chicago, IL 60625, USA;CULEX PIPIENS/RESTUANS;45; N CAMPBELL AVE;T220;4500  N CAMPBELL AVE, Chicago, IL;41.963976;-87.69181;9;;
2011-06-24;4500 North Campbell Avenue, Chicago, IL 60625, USA;CULEX RESTUANS;45; N CAMPBELL AVE;T220;4500  N CAMPBELL AVE, Chicago, IL;41.963976;-87.69181;9;;
2011-06-24;4600 Milwaukee Avenue, Chicago, IL 60630, USA;CULEX PIPIENS/RESTUANS;46; N MILWAUKEE AVE;T003;4600  N MILWAUKEE AVE, Chicago, IL;41.964242;-87.757639;8;;
2011-06-24;4600 Milwaukee Avenue, Chicago, IL 60630, USA;CULEX RESTUANS;46; N MILWAUKEE AVE;T003;4600  N MILWAUKEE AVE, Chicago, IL;41.964242;-87.757639;8;;
2011-06-24;7000 North Moselle Avenue, Chicago, IL 60646, USA;CULEX PIPIENS/RESTUANS;70; N MOSELL AVE;T008;7000  N MOSELL AVE, Chicago, IL;42.008314;-87.777921;9;;
2011-06-24;7000 North Moselle Avenue, Chicago, IL 60646, USA;CULEX PIPIENS/RESTUANS;70; N MOSELL AVE;T008;7000  N MOSELL AVE, Chicago, IL;42.008314;-87.777921;9;;
2011-06-24;7000 North Moselle Avenue, Chicago, IL 60646, USA;CULEX RESTUANS;70; N MOSELL AVE;T008;7000  N MOSELL AVE, Chicago, IL;42.008314;-87.777921;9;;
2011-06-24;7000 North Moselle Avenue, Chicago, IL 60646, USA;CULEX RESTUANS;70; N MOSELL AVE;T008;7000  N MOSELL AVE, Chicago, IL;42.008314;-87.777921;9;;
2011-06-24;7000 North Moselle Avenue, Chicago, IL 60646, USA;CULEX SALINARIUS;70; N MOSELL AVE;T008;7000  N MOSELL AVE, Chicago, IL;42.008314;-87.777921;9;;
2011-06-24;1100 South California Avenue, Chicago, IL 60612, USA;CULEX PIPIENS/RESTUANS;11; S CALIFORNIA;T047;1100  S CALIFORNIA, Chicago, IL;41.868142;-87.696269;9;;
2011-06-24;1100 South California Avenue, Chicago, IL 60612, USA;CULEX RESTUANS;11; S CALIFORNIA;T047;1100  S CALIFORNIA, Chicago, IL;41.868142;-87.696269;9;;
2011-06-24;6100 West Fullerton Avenue, Chicago, IL 60639, USA;CULEX RESTUANS;61; W FULLERTON AVE;T013;6100  W FULLERTON AVE, Chicago, IL;41.923738;-87.785288;9;;
2011-06-24;3300 North Rutherford Avenue, Chicago, IL 60634, USA;CULEX PIPIENS/RESTUANS;33; N RUTHERFORD AVE;T144;3300  N RUTHERFORD AVE, Chicago, IL;41.94016;-87.794896;9;;
2011-06-24;3300 North Rutherford Avenue, Chicago, IL 60634, USA;CULEX RESTUANS;33; N RUTHERFORD AVE;T144;3300  N RUTHERFORD AVE, Chicago, IL;41.94016;-87.794896;9;;
2011-06-24;1100 North Artesian Avenue, Chicago, IL 60622, USA;CULEX PIPIENS/RESTUANS;11; S ARTESIAN AVE;T160;1100  S ARTESIAN AVE, Chicago, IL;41.903002;-87.688267;8;;
2011-06-24;1100 North Artesian Avenue, Chicago, IL 60622, USA;CULEX RESTUANS;11; S ARTESIAN AVE;T160;1100  S ARTESIAN AVE, Chicago, IL;41.903002;-87.688267;8;;
2011-06-24;6000 West Montrose Avenue, Chicago, IL 60634, USA;CULEX RESTUANS;60; W MONTROSE DR;T017;6000  W MONTROSE DR, Chicago, IL;41.960616;-87.777189;9;;
2011-06-24;3300 West 104th Street, Chicago, IL 60655, USA;CULEX PIPIENS/RESTUANS;33; W 104TH ST;T095;3300  W 104TH ST, Chicago, IL;41.704336;-87.703736;8;;
2011-06-24;3300 West 104th Street, Chicago, IL 60655, USA;CULEX RESTUANS;33; W 104TH ST;T095;3300  W 104TH ST, Chicago, IL;41.704336;-87.703736;8;;
2011-06-24;1700 North Pulaski Road, Chicago, IL 60639, USA;CULEX PIPIENS/RESTUANS;17; N PULASKI RD;T039;1700  N PULASKI RD, Chicago, IL;41.911824;-87.726737;9;;
2011-06-24;2200 West 51st Street, Chicago, IL 60609, USA;CULEX PIPIENS/RESTUANS;22; W 51ST ST;T061;2200  W 51ST ST, Chicago, IL;41.801179;-87.679447;8;;
2011-06-24;3500 West 51st Street, Chicago, IL 60632, USA;CULEX RESTUANS;35; W 51ST ST;T062;3500  W 51ST ST, Chicago, IL;41.800737;-87.71188;8;;
2011-06-24;Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA;CULEX RESTUANS;52; W 63RD ST;T065;5200  W 63RD ST, Chicago, IL;41.778297;-87.752411;9;;
2011-06-24;6700 South Kedzie Avenue, Chicago, IL 60629, USA;CULEX RESTUANS;67; S KEDZIE AVE;T066;6700  S KEDZIE AVE, Chicago, IL;41.77166;-87.703047;8;;
2011-06-24;2200 West 69th Street, Chicago, IL 60636, USA;CULEX RESTUANS;22; W 69TH ST;T069;2200  W 69TH ST, Chicago, IL;41.768388;-87.678649;8;;
2011-06-24;1000 East 67th Street, Chicago, IL 60637, USA;CULEX PIPIENS/RESTUANS;10; E 67TH ST;T073;1000  E 67TH ST, Chicago, IL;41.773215;-87.60088;8;;
2011-06-24;1000 East 67th Street, Chicago, IL 60637, USA;CULEX RESTUANS;10; E 67TH ST;T073;1000  E 67TH ST, Chicago, IL;41.773215;-87.60088;8;;
2011-06-24;3900 South Ashland Avenue, Chicago, IL 60609, USA;CULEX RESTUANS;39; S ASHLAND AVE;T074;3900  S ASHLAND AVE, Chicago, IL;41.822536;-87.666343;9;;
2011-06-24;6400 South Stony Island Avenue, Chicago, IL 60637, USA;CULEX RESTUANS;64; S STONY ISLAND AVE;T077;6400  S STONY ISLAND AVE, Chicago, IL;41.778748;-87.586427;8;;
2011-06-24;7700 South Eberhart Avenue, Chicago, IL 60619, USA;CULEX PIPIENS/RESTUANS;77; S EBERHART AVE;T080;7700  S EBERHART AVE, Chicago, IL;41.754676;-87.612922;9;;
2011-06-24;7700 South Eberhart Avenue, Chicago, IL 60619, USA;CULEX RESTUANS;77; S EBERHART AVE;T080;7700  S EBERHART AVE, Chicago, IL;41.754676;-87.612922;9;;
2011-06-24;4000 South Dearborn Street, Chicago, IL 60609, USA;CULEX PIPIENS/RESTUANS;40; S DEARBORN ST;T081;4000  S DEARBORN ST, Chicago, IL;41.821582;-87.627796;9;;
2011-06-24;5000 South Union Avenue, Chicago, IL 60609, USA;CULEX RESTUANS;50; S UNION AVE;T082;5000  S UNION AVE, Chicago, IL;41.803423;-87.642984;8;;
2011-06-24;5200 South Kolmar Avenue, Chicago, IL 60632, USA;CULEX PIPIENS/RESTUANS;52; S KOLMAR;T114;5200  S KOLMAR, Chicago, IL;41.798697;-87.736812;8;;
2011-06-24;5200 South Kolmar Avenue, Chicago, IL 60632, USA;CULEX RESTUANS;52; S KOLMAR;T114;5200  S KOLMAR, Chicago, IL;41.798697;-87.736812;8;;
2011-06-24;6300 West 64th Street, Chicago, IL 60638, USA;CULEX PIPIENS/RESTUANS;63; W 64TH ST;T155;6300  W 64TH ST, Chicago, IL;41.776156;-87.778927;9;;
2011-06-24;6300 West 64th Street, Chicago, IL 60638, USA;CULEX RESTUANS;63; W 64TH ST;T155;6300  W 64TH ST, Chicago, IL;41.776156;-87.778927;9;;
2011-06-24;3700 South Pulaski Road, Chicago, IL 60623, USA;CULEX PIPIENS/RESTUANS;37; S PULASKI RD;T063;3700  S PULASKI RD, Chicago, IL;41.82561;-87.726549;9;;
2011-06-24;3700 South Pulaski Road, Chicago, IL 60623, USA;CULEX RESTUANS;37; S PULASKI RD;T063;3700  S PULASKI RD, Chicago, IL;41.82561;-87.726549;9;;
2011-06-24;South Doty Avenue, Chicago, IL, USA;CULEX PIPIENS/RESTUANS;12; S DOTY AVE;T115;1200  S DOTY AVE, Chicago, IL;41.673408;-87.599862;5;;
2011-06-24;South Doty Avenue, Chicago, IL, USA;CULEX RESTUANS;12; S DOTY AVE;T115;1200  S DOTY AVE, Chicago, IL;41.673408;-87.599862;5;;
2011-06-24;South Stony Island Avenue, Chicago, IL, USA;CULEX RESTUANS;10; S STONY ISLAND AVE;T138;1000  S STONY ISLAND AVE, Chicago, IL;41.726465;-87.585413;5;;
2011-06-24;South Torrence Avenue, Chicago, IL, USA;CULEX PIPIENS/RESTUANS;13; S TORRENCE AVE;T200;1300  S TORRENCE AVE, Chicago, IL;41.678618;-87.559308;5;;
2011-06-24;South Torrence Avenue, Chicago, IL, USA;CULEX RESTUANS;13; S TORRENCE AVE;T200;1300  S TORRENCE AVE, Chicago, IL;41.678618;-87.559308;5;;
2011-06-24;2400 East 105th Street, Chicago, IL 60617, USA;CULEX PIPIENS/RESTUANS;24; E 105TH ST;T128;2400  E 105TH ST, Chicago, IL;41.704572;-87.565666;8;;
2011-06-24;2400 East 105th Street, Chicago, IL 60617, USA;CULEX RESTUANS;24; E 105TH ST;T128;2400  E 105TH ST, Chicago, IL;41.704572;-87.565666;8;;
2011-06-24;5800 North Pulaski Road, Chicago, IL 60646, USA;CULEX RESTUANS;58; N PULASKI RD;T027;5800  N PULASKI RD, Chicago, IL;41.984809;-87.728492;8;;
2011-06-24;4000 East 130th Street, Chicago, IL 60633, USA;CULEX RESTUANS;40; E 130TH ST;T221;4000  E 130TH ST, Chicago, IL;41.659112;-87.538693;8;;
2011-06-24;9100 West Higgins Road, Rosemont, IL 60018, USA;CULEX PIPIENS/RESTUANS;91; W HIGGINS RD;T009;9100  W HIGGINS RD, Chicago, IL;41.992478;-87.862995;8;;
2011-06-24;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX PIPIENS/RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-24;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX PIPIENS/RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-24;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX PIPIENS/RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-24;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-24;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-24;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-24;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-24;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX RESTUANS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-24;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX PIPIENS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-24;ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA;CULEX PIPIENS;10; W OHARE AIRPORT;T900;1000  W OHARE AIRPORT, Chicago, IL;41.974689;-87.890615;9;;
2011-06-24;East 91st Place, Chicago, IL, USA;CULEX RESTUANS;65; E 91ST PL;T227;6500  E 91ST PL, Chicago, IL;41.728495;-87.600963;5;;
2011-06-24;1700 West Addison Street, Chicago, IL 60613, USA;CULEX RESTUANS;17; W ADDISON ST;T224;1700  W ADDISON ST, Chicago, IL;41.947227;-87.671457;9;;
2011-06-24;West Garfield Boulevard, Chicago, IL, USA;CULEX PIPIENS/RESTUANS;90; W GARFIELD BLVD;T226;9000  W GARFIELD BLVD, Chicago, IL;41.793818;-87.654234;5;;
2011-06-24;West Garfield Boulevard, Chicago, IL, USA;CULEX RESTUANS;90; W GARFIELD BLVD;T226;9000  W GARFIELD BLVD, Chicago, IL;41.793818;-87.654234;5;;
2011-06-24;1300 North Laramie Avenue, Chicago, IL 60651, USA;CULEX PIPIENS/RESTUANS;13; N LARAMIE AVE;T230;1300  N LARAMIE AVE, Chicago, IL;41.904194;-87.756155;9;;
2011-06-24;5100 West 72nd Street, Chicago, IL 60638, USA;CULEX PIPIENS/RESTUANS;51; W 72ND ST;T035;5100  W 72ND ST, Chicago, IL;41.763733;-87.742302;8;;
2011-06-24;1700 North Ashland Avenue, Chicago, IL 60622, USA;CULEX PIPIENS/RESTUANS;17; N ASHLAND AVE;T232;1700  N ASHLAND AVE, Chicago, IL;41.912563;-87.668055;9;;
2011-06-24;4200 West 65th Street, Chicago, IL 60621, USA;CULEX PIPIENS/RESTUANS;42; W 65TH ST;T235;4200  W 65TH ST, Chicago, IL;41.776428;-87.627096;8;;
2011-06-24;4200 West 65th Street, Chicago, IL 60621, USA;CULEX RESTUANS;42; W 65TH ST;T235;4200  W 65TH ST, Chicago, IL;41.776428;-87.627096;8;;
2011-06-30;4100 North Oak Park Avenue, Chicago, IL 60634, USA;CULEX PIPIENS/RESTUANS;41; N OAK PARK AVE;T002;4100  N OAK PARK AVE, Chicago, IL;41.95469;-87.800991;9;;
2011-06-30;4100 North Oak Park Avenue, Chicago, IL 60634, USA;CULEX RESTUANS;41; N OAK PARK AVE;T002;4100  N OAK PARK AVE, Chicago, IL;41.95469;-87.800991;9;;
2011-06-30;2500 West Grand Avenue, Chicago, IL 60654, USA;CULEX PIPIENS/RESTUANS;25; W GRAND AVE;T046;2500  W GRAND AVE, Chicago, IL;41.891118;-87.654491;8;;
2011-06-30;1100 Roosevelt Road, Chicago, IL 60608, USA;CULEX PIPIENS/RESTUANS;11; W ROOSEVELT;T048;1100  W ROOSEVELT, Chicago, IL;41.867108;-87.654224;8;;
2011-06-30;1100 Roosevelt Road, Chicago, IL 60608, USA;CULEX RESTUANS;11; W ROOSEVELT;T048;1100  W ROOSEVELT, Chicago, IL;41.867108;-87.654224;8;;
2011-06-30;2200 North Cannon Drive, Chicago, IL 60614, USA;CULEX PIPIENS/RESTUANS;22; N CANNON DR;T054;2200  N CANNON DR, Chicago, IL;41.921965;-87.632085;8;;
2011-06-30;1700 West 95th Street, Chicago, IL 60643, USA;CULEX PIPIENS/RESTUANS;17; W 95TH ST;T094;1700  W 95TH ST, Chicago, IL;41.720848;-87.666014;9;;
2011-06-30;1700 West 95th Street, Chicago, IL 60643, USA;CULEX RESTUANS;17; W 95TH ST;T094;1700  W 95TH ST, Chicago, IL;41.720848;-87.666014;9;;
2011-06-30;1700 West 95th Street, Chicago, IL 60643, USA;CULEX TERRITANS;17; W 95TH ST;T094;1700  W 95TH ST, Chicago, IL;41.720848;-87.666014;9;;
2011-06-30;7500 North Oakley Avenue, Chicago, IL 60645, USA;CULEX RESTUANS;75; N OAKLEY AVE;T148;7500  N OAKLEY AVE, Chicago, IL;42.01743;-87.687769;8;;
2011-06-30;8900 South Carpenter Street, Chicago, IL 60620, USA;CULEX PIPIENS/RESTUANS;89; S CARPENTER ST;T159;8900  S CARPENTER ST, Chicago, IL;41.732984;-87.649642;8;;
2011-06-30;8900 South Carpenter Street, Chicago, IL 60620, USA;CULEX RESTUANS;89; S CARPENTER ST;T159;8900  S CARPENTER ST, Chicago, IL;41.732984;-87.649642;8;;
2011-06-30;3600 North Pittsburgh Avenue, Chicago, IL 60634, USA;CULEX PIPIENS/RESTUANS;36; N PITTSBURGH AVE;T011;3600  N PITTSBURGH AVE, Chicago, IL;41.944869;-87.832763;8;;
2011-06-30;3600 North Pittsburgh Avenue, Chicago, IL 60634, USA;CULEX PIPIENS/RESTUANS;36; N PITTSBURGH AVE;T011;3600  N PITTSBURGH AVE, Chicago, IL;41.944869;-87.832763;8;;
2011-06-30;5800 North Western Avenue, Chicago, IL 60659, USA;CULEX RESTUANS;58; N WESTERN AVE;T028;5800  N WESTERN AVE, Chicago, IL;41.986921;-87.689778;9;;
2011-06-30;5000 South Central Avenue, Chicago, IL 60638, USA;CULEX PIPIENS/RESTUANS;50; S CENTRAL AVE;T031;5000  S CENTRAL AVE, Chicago, IL;41.801498;-87.763416;9;;
2011-06-30;5000 South Central Avenue, Chicago, IL 60638, USA;CULEX TERRITANS;50; S CENTRAL AVE;T031;5000  S CENTRAL AVE, Chicago, IL;41.801498;-87.763416;9;;
2011-06-30;1400 North Sacramento Avenue, Chicago, IL 60622, USA;CULEX PIPIENS/RESTUANS;14; N HUMBOLDT DR;T033;1400  N HUMBOLDT DR, Chicago, IL;41.906638;-87.701431;9;;
